CITY,ACTIVE,FED_RSSD,CERT,STALP,NAME,ID,ASSET
Salisbury,0,777722,11374,MD,Maryland State Bank,11374,69040
Greensboro,0,712527,11378,MD,The Caroline County Bank,11378,29255
Delta,0,784757,1138,CO,Affiliated National Bank - Delta,1138,44841
Millington,0,48628,11380,MD,The Millington Bank of Maryland,11380,
Sudlersville,0,195728,11381,MD,The Sudlersville Bank of Maryland,11381,32201
Sharpsburg,0,285320,11383,MD,The Sharpsburg Bank of Washington County,11383,
Clinton,0,632643,11385,MI,State Savings Bank of Clinton,11385,
Gladwin,0,740548,11388,MI,First of America Bank-Mid-Michigan,11388,106702
Denver,0,972059,1139,CO,"Central Bank, National Association",1139,2208454
Stephenson,0,292458,11392,MI,Bank of Stephenson,11392,70711
Benton Harbor,0,963543,11394,MI,Chemical Bank Shoreline,11394,1215537
Newaygo,0,619747,11397,MI,The First State Bank of Newaygo,11397,17653
Chesaning,0,899147,11398,MI,Chesaning State Bank,11398,
Boyne City,0,214049,11399,MI,FMB-Northwestern Bank,11399,174274
Santa Monica,0,375669,114,CA,Santa Monica Bank,114,678407
Howard City,0,816742,11400,MI,Western State Bank,11400,30319
Ishpeming,0,258351,11401,MI,The Peninsula Bank of Ishpeming,11401,126389
Standish,0,645849,11403,MI,Chemical Bank Huron,11403,59767
Bangor,0,16944,11404,MI,The West Michigan Savings Bank,11404,35907
Byron Center,0,945941,11405,MI,Byron Bank,11405,867680
Fenton,0,602048,11406,MI,The State Bank,11406,1806828
Hastings,1,750341,11407,MI,Highpoint Community Bank,11407,597210
Hawley,1,1008955,11409,MN,Valley Premier Bank,11409,146148
La Junta,1,285151,1141,CO,The Colorado Bank and Trust Company of La Junta,1141,332902
Rushford,1,884657,11411,MN,Rushford State Bank (Incorporated),11411,114578
Pelican Rapids,0,785352,11412,MN,Northern National Bank,11412,64846
Kimball,1,28152,11415,MN,Harvest Bank,11415,356190
Spring Grove,0,186650,11416,MN,Jennings State Bank,11416,52347
Welcome,1,215653,11417,MN,Welcome State Bank,11417,44436
Mount Olive,0,909635,11419,MS,Mount Olive Bank,11419,30935
Abilene,0,542256,1142,KS,Citizens Bank and Trust Company,1142,50266
Poplarville,0,99938,11420,MS,Bank of Commerce of Poplarville,11420,
Purvis,0,102230,11421,MS,The Lamar Bank,11421,424170
Senatobia,0,738545,11422,MS,Peoples Bank,11422,126140
Senatobia,0,924843,11423,MS,Sycamore Bank,11423,325298
New Augusta,0,545930,11424,MS,Perry County Bank,11424,42840
Oakland,0,918842,11426,MS,Bank of North Mississippi,11426,14452
Picayune,0,97831,11427,MS,Bank of Picayune,11427,
Raleigh,0,580931,11428,MS,The Bank of Raleigh,11428,34546
Sardis,0,974745,11429,MS,Panola County Bank,11429,17274
Overland Park,0,680354,1143,KS,Bank of Blue Valley,1143,1433092
Yazoo City,1,118736,11431,MS,Bank of Yazoo City,11431,325961
Byhalia,0,209447,11432,MS,Citizens Bank,11432,85910
Coldwater,0,671642,11433,MS,Citizens Bank,11433,25609
Inverness,0,840149,11437,MS,The Bank of Inverness,11437,
Amory,0,653349,11438,MS,"Community Bank, North Mississippi",11438,578604
Como,0,678445,11442,MS,New South Bank,11442,34777
Corinth,0,23942,11443,MS,The Security Bank,11443,117079
Ellisville,0,517834,11444,MS,Community Bank,11444,720590
Greenville,1,703039,11445,MS,The Jefferson Bank,11445,202502
Holly Springs,1,837840,11446,MS,Unity Bank of Mississippi,11446,287990
Houston,0,900249,11447,MS,Houston State Bank,11447,
Lucedale,1,58636,11448,MS,Century Bank,11448,562243
Macon,0,915140,11449,MS,Bank of Macon,11449,
Liberal,0,108157,1145,KS,"The Citizens State Bank, Liberal, Kansas",1145,57186
Mercer,0,675752,11451,MO,The Peoples Bank of Mercer,11451,10412
O'Fallon,0,46857,11452,MO,Boatmen's Bank of O'Fallon,11452,64589
Springfield,0,433251,11454,MO,Mercantile Bank of South Central Missouri,11454,862635
Boonville,0,285656,11455,MO,Central Missouri State Bank,11455,7666
Albany,0,381455,11456,MO,Gentry County Bank,11456,42268
Lawson,0,652753,11457,MO,Lawson Bank,11457,124024
Jefferson City,1,873259,11459,MO,Mid America Bank,11459,1194073
Osage City,0,580557,1146,KS,Citizens State Bank,1146,41423
Van Buren,0,307053,11460,MO,First Midwest Bank of Carter County,11460,32068
Walker,0,384755,11461,MO,Farmers Bank of Walker,11461,4567
Maysville,1,956152,11462,MO,Independent Farmers Bank,11462,153900
Cole Camp,1,385547,11463,MO,The Citizens-Farmers Bank of Cole Camp,11463,208742
Bolivar,0,708959,11464,MO,Southwest Bank,11464,184879
Glasgow,0,835659,11465,MO,Tri-County Trust Company,11465,60471
Mansfield,1,747051,11466,MO,HomePride Bank,11466,125530
Marshall,0,672050,11467,MO,Boatmen's Bank of Marshall,11467,80307
Grafton,0,90252,11468,NE,Grafton State Bank,11468,12008
Guide Rock,0,94456,11469,NE,The Guide Rock State Bank,11469,26813
Pratt,1,530655,1147,KS,The Peoples Bank,1147,548080
Stamford,0,566757,11470,NE,Stamford Bank,11470,21110
Brainard,0,131557,11472,NE,First Nebraska Bank,11472,16339
Hebron,1,157155,11475,NE,Thayer County Bank,11475,84497
Auburn,1,979151,11477,NE,Auburn State Bank,11477,250212
Dalton,0,482455,11478,NE,Dalton State Bank,11478,10963
Lisco,0,110655,11479,NE,Lisco State Bank,11479,17817
Sedan,0,476856,1148,KS,"The Sedan State Bank, Sedan, Kansas",1148,27639
Gordon,0,267157,11480,NE,The Abbott Bank,11480,29714
Wolbach,0,586054,11481,NE,Peoples State Bank,11481,4578
Cozad,1,140157,11482,NE,Homestead Bank,11482,530478
Nehawka,0,178057,11483,NE,The Nehawka Bank,11483,14489
Tecumseh,0,476052,11484,NE,Johnson County Bank,11484,20173
Berlin,0,36803,11485,NH,North Country Bank,11485,29717
Nashua,0,518608,11486,NH,Nashua Trust Company,11486,425059
Alamogordo,0,707457,11488,NM,United New Mexico Bank at Alamogordo,11488,83731
Las Cruces,0,959050,11489,NM,Community First National Bank,11489,159610
Leawood,0,50957,1149,KS,Alterra Bank,1149,266133
Vaughn,0,381352,11490,NM,United New Mexico Bank at Vaughn,11490,38648
Clovis,1,710859,11491,NM,The Citizens Bank of Clovis,11491,503362
Raton,1,209858,11492,NM,InBank,11492,1360927
Seneca Falls,0,474012,11496,NY,"The State Bank of Seneca Falls, N.Y.",11496,40016
Topeka,0,55653,1150,KS,Fidelity State Bank and Trust Company,1150,147665
Scotia,1,472616,11501,NY,First National Bank of Scotia,11501,706452
Belmont,0,475822,11503,NC,The Bank of Belmont,11503,
Charlotte,0,360021,11504,NC,Bank of Charlotte,11504,
Four Oaks,0,292524,11506,NC,Four Oaks Bank & Trust Company,11506,723662
Fuquay Varina,1,584920,11507,NC,The Fidelity Bank,11507,4498624
Henderson,0,322029,11508,NC,Citizens Bank and Trust Co.,11508,
Eden,0,76724,11509,NC,Carolina Bank of Commerce,11509,
Winfield,0,502157,1151,KS,The State Bank,1151,105473
Pilot Mountain,0,777629,11510,NC,Bank of Pilot Mountain,11510,51253
Statesville,0,520227,11511,NC,Bank of Statesville,11511,
Elgin,0,988957,11514,ND,Farmers State Bank,11514,30441
Casselton,0,923051,11517,ND,The First State Bank of Casselton,11517,30258
Dunseith,0,927255,11518,ND,Security State Bank,11518,62424
New Salem,1,693952,11519,ND,Security First Bank of North Dakota,11519,296633
Carthage,0,943750,1152,MO,Boatmen's Bank of Southwest Missouri,1152,281848
Oklahoma City,1,64552,11521,OK,Chickasaw Community Bank,11521,447230
Lawton,1,68756,11522,OK,Liberty National Bank,11522,1313993
Mannford,0,298955,11523,OK,Heritage Bank,11523,81524
Mcloud,0,831950,11524,OK,The Bank of Commerce,11524,17843
Kremlin,1,883959,11526,OK,Cowboy Bank,11526,369256
Pond Creek,1,644057,11527,OK,"The First State Bank of Pond Creek, Oklahoma",11527,61216
Portland,0,492463,11529,OR,The Oregon Bank,11529,
Craig,0,888356,1153,MO,Bank of Craig,1153,8257
Columbia,0,810124,11535,SC,"NationsBank of South Carolina, National Association",11535,8720334
Latta,0,54124,11537,SC,"Carolina Community Bank, National Association",11537,74468
Mccormick,0,2125,11538,SC,The Dorn Banking Company,11538,31389
Ehrhardt,1,457426,11539,SC,Enterprise Bank of South Carolina,11539,522223
Kansas City,0,601050,1154,MO,"Commerce Bank, National Association",1154,2363063
Winnsboro,0,175926,11540,SC,Merchants & Planters Bank,11540,
Columbia,0,336325,11541,SC,Bankers Trust of South Carolina,11541,
Orangeburg,0,79220,11543,SC,American Bank & Trust,11543,
Williston,0,595524,11545,SC,Bank of Williston,11545,
Angleton,0,364252,11546,TX,Angleton Bank of Commerce,11546,49162
Carrizo Springs,0,736055,11548,TX,Citizens State Bank,11548,
Caldwell,0,119452,11549,TX,First State Bank,11549,54454
Kansas City,0,614957,1155,MO,The Merchants Bank,1155,963640
D Hanis,0,573559,11550,TX,D'Hanis State Bank,11550,45743
Hubbard,0,908955,11551,TX,"First State Bank, Hubbard, Texas",11551,96311
Anahuac,0,425957,11552,TX,Security State Bank,11552,145465
Archer City,0,248259,11555,TX,First State Bank in Archer City,11555,33033
Bellville,0,214553,11556,TX,Austin County State Bank,11556,73627
Burnet,1,303653,11557,TX,First State Bank of Burnet,11557,330958
Brenham,0,175355,11558,TX,Washington County State Bank,11558,77722
Carthage,1,1012251,11559,TX,First State Bank and Trust Company,11559,552169
Denton,0,646453,11561,TX,Northstar Bank,11561,2169104
Rockdale,0,987763,11567,TX,NBC Bank - Rockdale,11567,117469
Sanderson,0,519267,11568,TX,Sanderson State Bank,11568,38217
Sulphur Springs,1,176464,11569,TX,Alliance Bank,11569,1369574
Houston,1,748357,11570,TX,Global One Bank,11570,316954
Rule,0,931560,11572,TX,"The Farmers National Bank of Rule, Texas",11572,16258
Stephenville,0,532864,11573,TX,Stephenville Bank and Trust Co.,11573,150560
Weimar,0,370860,11576,TX,First State Bank,11576,26023
Seguin,0,238661,11577,TX,American Bank of Texas - Seguin,11577,275296
Alexandria,1,933621,11578,VA,Burke & Herbert Bank & Trust Company,11578,7912763
Bowling Green,0,693224,11579,VA,Union Bank and Trust Company,11579,2037566
Carson,1,610128,11580,VA,The Bank of Southside Virginia,11580,631656
Pennington Gap,1,661223,11582,VA,Lee Bank and Trust Company,11582,259927
Richmond,0,517423,11583,VA,Consolidated Bank and Trust Company,11583,71500
Tappahannock,0,790721,11584,VA,EVB,11584,1445922
Roanoke,0,143224,11585,VA,Bank of Virginia-Southwest,11585,
Richmond,0,460024,11589,VA,Signet Bank,11589,11312241
Bancroft,0,340854,1159,NE,Citizens Bank,1159,11832
Richmond,0,412920,11591,VA,Southern Bank,11591,291081
Urbanna,0,725125,11592,VA,First Virginia Bank - Middle Peninsula,11592,69329
Salem,0,20727,11593,VA,The Bank of Virginia of the Southwest,11593,
Antigo,0,505149,11594,WI,"Bank One, Antigo",11594,98206
Boscobel,1,175140,11595,WI,Community First Bank,11595,637644
Fort Atkinson,0,725143,11597,WI,The Bank of Fort Atkinson,11597,36695
Libertyville,0,664541,11598,IL,American National Bank and Trust,11598,52821
Glenbeulah,0,666648,11599,WI,The Glenbeulah State Bank,11599,
La Crescent,0,397652,11600,MN,First National Bank,11600,8427
Laona,1,178150,11601,WI,Laona State Bank,11601,289711
Portage,0,141042,11602,WI,Firstar Bank Portage,11602,77954
Poynette,0,54049,11603,WI,United Community Bank,11603,185286
Pulaski,0,56146,11604,WI,F & M Bank-Pulaski,11604,79867
Brillion,0,37743,11607,WI,Calumet County Bank,11607,89013
Little Chute,1,578741,11608,WI,BLC Community Bank,11608,475359
Monticello,0,776248,11609,WI,Bank of Monticello,11609,76378
Brownsville,0,579645,11611,WI,Valley Bank of Brownsville,11611,20709
Superior,0,961754,11612,WI,Wisconsin State Bank,11612,
Dodgeville,0,591647,11613,WI,Strong's Bank,11613,30733
Cecil,0,45841,11614,WI,Farmers State Bank,11614,
Iron Ridge,0,715649,11615,WI,Commercial State Bank,11615,11025
Waunakee,0,352446,11617,WI,First Wisconsin Bank of Waunakee,11617,31388
Embarrass,0,594246,11618,WI,Embarrass State Bank,11618,
Manitowoc,0,412546,11619,WI,"Associated Bank Lakeshore, National Association",11619,609966
Stromsburg,0,721958,1162,NE,Stromsburg Bank,1162,30030
Oconto,0,282141,11621,WI,American Bank of Wisconsin,11621,87157
Beloit,0,450548,11622,WI,Heritage Bank Beloit,11622,
Madison,1,576644,11623,WI,Bank Cmg,11623,899766
Drummond,0,215251,11625,WI,State Bank of Drummond,11625,44413
Oak Hill,0,776538,11626,WV,Merchants & Miners National Bank of Oak Hill,11626,90394
Savanna,0,333146,11627,IL,First Illinois National Bank,11627,95038
Neoga,0,723242,11628,IL,Cumberland County National Bank in Neoga,11628,19342
Wahoo,1,662350,1163,NE,Wahoo State Bank,1163,113986
Wabash,0,165440,11630,IN,"Norwest Bank Wabash, National Association",11630,80236
Rockwell City,0,471543,11633,IA,The National Bank of Rockwell City,11633,36224
Sumner,0,548641,11634,IA,First State Bank,11634,102512
Blackwell,0,518952,11636,OK,Home National Bank,11636,585445
Englewood Cliffs,0,829005,11637,NJ,United Jersey Bank/Edgewater National,11637,159860
Blanchardville,0,174648,11639,WI,The First National Bank of Blanchardville,11639,34536
Farmington,1,961259,1164,NM,The Citizens Bank,1164,794726
Knoxville,0,261230,11640,TN,Park National Bank of Knoxville,11640,
Phoenix,0,50265,11642,AZ,Citibank (Arizona),11642,2252366
Willits,0,90467,11647,CA,Bank of Willits,11647,132618
Okarche,1,918150,1165,OK,The First Bank of Okarche,1165,138098
Selbyville,0,72614,11652,DE,Mercantile Peninsula Bank,11652,1882330
Wilmington,0,792716,11653,DE,"Mellon Bank Delaware, National Association",11653,128362
Atlanta,0,922634,11654,GA,"First American Bank of Georgia, National Association (In Liquidation)",11654,147131
Savannah,0,475336,11657,GA,First Bank of Savannah,11657,156313
Austell,0,249733,11659,GA,The Citizens and Southern Bank of Cobb County,11659,
Evanston,0,891655,1166,WY,"Key Bank of Wyoming - 849 Front Street, Evanston, Wyoming 82930",1166,52786
Chatsworth,0,168731,11660,GA,Cohutta Banking Company,11660,253307
Downey,0,401661,11663,ID,Downey State Bank,11663,16535
Glenns Ferry,0,317267,11664,ID,Idaho State Bank,11664,48791
Lava Hot Springs,0,389264,11665,ID,Lava Hot Springs State Bank,11665,
Burley,1,543262,11666,ID,D. L. Evans Bank,11666,3660167
Piper City,1,666844,11667,IL,Vermilion Valley Bank,11667,193666
Forrest,1,980438,11669,IL,First State Bank of Forrest,11669,329462
Jackson,1,85052,1167,WY,Tanager Bank,1167,216935
Geneseo,1,931038,11670,IL,Central Bank Illinois,11670,1474470
Herscher,0,879336,11671,IL,State Bank of Herscher,11671,156558
Johnston City,0,484543,11672,IL,First Bank,11672,54949
Keyesport,0,486640,11673,IL,State Bank of Keyesport,11673,8469
New Berlin,1,837448,11674,IL,Warren-Boynton State Bank,11674,237595
Newman,0,6842,11675,IL,First State Bank of Newman,11675,22739
Chicago,0,15536,11677,IL,Park National Bank,11677,4680881
Taylorville,0,463548,11679,IL,First Trust and Savings Bank of Taylorville,11679,142099
Newcastle,0,87159,1168,WY,First State Bank of Newcastle,1168,177527
Alpha,1,653433,11680,IL,Farmers State Bank of Western Illinois,11680,164609
Anchor,1,655530,11681,IL,Anchor State Bank,11681,76422
Anna,1,691743,11682,IL,Anna State Bank,11682,112272
Bartelso,0,757041,11683,IL,BARTELSO SAVINGS BANK,11683,69073
Carmi,0,700346,11684,IL,White County Bank,11684,56949
Carthage,0,428631,11685,IL,Marine Bank and Trust,11685,254896
Cherry,1,258539,11686,IL,State Bank of Cherry,11686,139675
Lansing,0,2079493,11687,IL,Advance Bank,11687,669068
Dupo,0,1008441,11688,IL,Dupo State Savings Bank,11688,31216
Sundance,1,94755,1169,WY,Sundance State Bank,1169,283631
Atkinson,0,923332,11692,IL,Atkinson Trust & Savings Bank,11692,
Cairo,0,608947,11693,IL,First Bank and Trust Company,11693,40153
Chicago,0,4839,11694,IL,ABC Bank,11694,334325
Augusta,0,928038,11696,IL,State Bank of Augusta,11696,27065
Goodfield,1,936837,11699,IL,Goodfield State Bank,11699,284183
Wheatland,0,96852,1170,WY,"Norwest Bank Wyoming Wheatland, National Association",1170,35815
Little York,0,493134,11700,IL,The First State Bank of Little York,11700,7616
Quincy,0,347246,11701,IL,Boatmen's Bank of Quincy,11701,214767
Shelbyville,1,235446,11702,IL,Shelby County State Bank,11702,361070
Freeport,0,867034,11703,IL,State Bank of Freeport,11703,241515
Red Bud,0,356949,11704,IL,First State Bank of Red Bud,11704,95974
Sterling,0,230740,11705,IL,Freedom Bank,11705,65532
Sherrard,1,338945,11706,IL,1st Community Bank,11706,68328
Teutopolis,1,134848,11708,IL,Teutopolis State Bank,11708,357103
Wheatland,0,30454,1171,WY,"Key Bank of Wyoming - 611 Ninth Street, Wheatland, Wyoming 82201",1171,25635
Winchester,0,152048,11710,IL,"The First State Bank of Winchester, Illinois",11710,30073
Rantoul,1,37949,11711,IL,Bank of Rantoul,11711,283562
Yates City,1,371849,11715,IL,Bank of Yates City,11715,88937
Hartsburg,1,799939,11716,IL,Hartsburg State Bank,11716,17215
Highland,0,168946,11717,IL,Magna State Bank,11717,169729
Lexington,0,360133,11718,IL,Lexington Bank,11718,100441
Liberty,1,371942,11719,IL,Liberty Bank,11719,192418
Worland,0,562151,1172,WY,First National Bank,1172,88652
Mascoutah,0,505448,11720,IL,Landmark Bank of Mascoutah,11720,25652
Mount Sterling,0,301640,11721,IL,Brown County State Bank,11721,113997
Newton,1,326344,11722,IL,"The Peoples State Bank of Newton, Illinois",11722,728514
Norris City,0,409443,11723,IL,Banterra Bank of Norris City,11723,40015
Oakwood,0,638346,11724,IL,United Community Bank,11724,47152
Earlville,0,861742,11726,IL,Pioneer State Bank,11726,128936
Granite City,0,833347,11728,IL,Central Bank-Granite City,11728,92728
Champaign,1,340742,11729,IL,CIBM Bank,11729,824403
Fairview,1,601032,11731,IL,Fairview State Banking Company,11731,40733
Farmington,1,976534,11732,IL,Bank of Farmington,11732,233797
Flanagan,1,979133,11734,IL,Flanagan State Bank,11734,313429
Melvin,0,949547,11735,IL,Melvin State Bank,11735,9790
New Athens,0,306346,11737,IL,United Illinois Bank of New Athens,11737,188715
Mount Vernon,0,389442,11738,IL,Boatmen's Bank of South Central Illinois,11738,267244
Orion,1,855741,11739,IL,BankOrion,11739,682964
Deming,0,715555,1174,NM,United New Mexico Bank at Mimbres Valley,1174,58035
Forreston,1,927134,11741,IL,Solutions Bank,11741,485596
Hammond,0,797832,11742,IL,The State Bank of Hammond,11742,14545
Iroquois,1,1007930,11746,IL,Iroquois Farmers State Bank,11746,167505
Jacksonville,1,481944,11747,IL,The Farmers State Bank and Trust Company,11747,214421
Jerseyville,0,363844,11749,IL,The State Bank of Jerseyville,11749,175704
Kampsville,1,487142,11750,IL,Bank of Kampsville,11750,133365
Lostant,0,379238,11751,IL,The Farmers State Bank of Lostant,11751,15800
Batesville,0,217143,11754,IN,Batesville State Bank,11754,74699
Warren,0,781943,11756,IN,Exchange Bank,11756,59369
Jasper,0,292645,11757,IN,Dubois County Bank,11757,361026
Waterloo,0,374345,11758,IA,Mercantile Bank of Eastern Iowa,11758,1498426
Wyoming,1,212344,11759,IA,Citizens State Bank,11759,136763
Bremond,0,105053,1176,TX,"First Star Bank, S.S.B.",1176,264019
Burlington,0,748647,11760,IA,Two Rivers Bank & Trust,11760,315465
Hawkeye,0,730745,11761,IA,Citizens Savings Bank,11761,31168
Ames,1,269049,11763,IA,VISIONBANK OF IOWA,11763,899898
Sibley,1,598543,11764,IA,Sibley State Bank,11764,110042
Elkader,1,652043,11767,IA,FreedomBank,11767,439816
Hartley,0,261744,11769,IA,United Community Bank,11769,25370
Brownfield,0,46558,1177,TX,Brownfield State Bank & Trust Co.,1177,
Ames,0,736345,11770,IA,Union Story Trust & Savings Bank,11770,57122
Carroll,1,859141,11771,IA,Availa Bank,11771,1737007
Hutchinson,0,686655,11772,KS,Central Bank and Trust Co.,11772,303760
Beloit,0,303055,11774,KS,Bank Central,11774,2609
Chanute,0,674755,11775,KS,The Bank of Commerce,11775,66843
Parsons,1,296559,11777,KS,Commercial Bank,11777,383670
Ellsworth,1,733951,11778,KS,"Citizens State Bank and Trust Co., Ellsworth, Kansas",11778,275191
Bellevue,0,950011,11779,KY,Bellevue Commercial & Savings Bank,11779,
Bryan,0,237552,1178,TX,"First Bank & Trust, Bryan, Texas",1178,148098
Benton,0,816247,11780,KY,Bank of Marshall County,11780,158689
Abbeville,1,213538,11782,LA,Bank of Abbeville & Trust Company,11782,246422
Bunkie,0,470238,11783,LA,Avoyelles Trust & Savings Bank,11783,27150
Columbia,1,925354,11785,LA,Caldwell Bank & Trust Company,11785,293294
