CITY,ACTIVE,FED_RSSD,CERT,STALP,NAME,ID,ASSET
Greencastle,0,94317,7512,PA,The Citizens National Bank of Greencastle,7512,94618
Halifax,0,276711,7513,PA,Halifax National Bank,7513,90219
Dunmore,1,278818,7514,PA,Peoples Security Bank and Trust Company,7514,5415574
Harleysville,0,284819,7516,PA,The Harleysville National Bank and Trust Company,7516,5145939
Harrisburg,0,385819,7517,PA,The Commonwealth National Bank,7517,1263532
Delta,0,793012,752,OH,The Peoples Savings Bank Company,752,
Hawley,0,180818,7520,PA,The First National Bank of Hawley,7520,
Hazleton,0,47014,7521,PA,Peoples First National Bank and Trust Company,7521,359713
Hazleton,0,119416,7522,PA,The Hazleton National Bank,7522,466491
Hershey,0,463511,7523,PA,The Hershey Bank,7523,227847
Honesdale,1,465618,7526,PA,The Honesdale National Bank,7526,1152101
Honey Brook,0,60611,7527,PA,The First National Bank of Honeybrook,7527,
Howard,0,125417,7529,PA,The First National Bank of Howard,7529,12169
Cleveland,0,2190521,753,OH,ShoreBank,753,65360
Hughesville,0,61113,7531,PA,The Grange National Bank of Lycoming County at Hughesville,7531,
Hummelstown,0,467715,7532,PA,The Hummelstown National Bank,7532,
Huntingdon,0,868817,7533,PA,Omega Bank,7533,1755173
Chambersburg,0,591816,7534,PA,Unitas National Bank,7534,153779
Hyndman,0,67414,7535,PA,The Hoblitzell National Bank of Hyndman,7535,75430
Intercourse,0,226819,7536,PA,The First National Bank of Intercourse,7536,
Jermyn,0,731313,7537,PA,First Liberty Bank & Trust,7537,643542
Jessup,0,733410,7539,PA,The First National Bank of Jessup,7539,29295
Johnstown,0,742010,7541,PA,The Moxham National Bank of Johnstown,7541,193984
Johnstown,1,928618,7542,PA,Ameriserv Financial Bank,7542,1468483
Kennett Square,0,717915,7544,PA,National Bank and Trust Company of Kennett Square,7544,
Kutztown,0,473314,7547,PA,The Kutztown National Bank,7547,
Laceyville,0,657815,7548,PA,Grange National Bank,7548,278410
Lake Ariel,0,384214,7549,PA,"Pennstar Bank, National Association",7549,1126141
Lancaster,0,385819,7550,PA,The Conestoga National Bank,7550,
Lancaster,1,474919,7551,PA,"Fulton Bank, National Association",7551,32107617
Lancaster,0,539715,7552,PA,Lancaster County Farmers National Bank,7552,
Lansford,0,548315,7557,PA,The First National Bank of Lansford,7557,
Lansford,0,595618,7558,PA,The Citizens National Bank,7558,465885
Laporte,0,551717,7559,PA,Sullivan County National Bank,7559,
Gibsonburg,0,382014,756,OH,The Home Banking Company,756,77925
Lebanon,0,491617,7561,PA,The First National Bank of Lebanon,7561,
Lebanon,0,553814,7562,PA,Lebanon Valley National Bank,7562,643314
Lebanon,0,493714,7563,PA,The People's National Bank of Lebanon,7563,142531
Leesport,0,678717,7564,PA,The First National Bank of Leesport,7564,325082
Leola,0,427616,7569,PA,The Leola National Bank,7569,
Hillsboro,0,699422,757,OH,1st Security Bank,757,139087
Lewisburg,0,428118,7571,PA,The Lewisburg National Bank,7571,
Lewisburg,0,429713,7572,PA,The Union National Bank of Lewisburg,7572,
Lewistown,0,680514,7574,PA,The First National Bank of Lewistown,7574,
State College,0,63210,7575,PA,"Omega Bank, National Association",7575,628492
Lilly,0,432012,7577,PA,First Bank of Lilly,7577,20245
Lititz,0,682611,7579,PA,Susquehanna Bank,7579,18522702
Littlestown,0,437811,7581,PA,Community National Bank of Southern Pennsylvania,7581,62863
Liverpool,0,440110,7582,PA,Liverpool Community Bank,7582,46365
Lock Haven,0,439918,7583,PA,The First National Bank of Lock Haven,7583,
Loganton,0,685210,7584,PA,The Loganton National Bank,7584,
Loysville,0,959313,7585,PA,The First National Bank of Loysville,7585,34693
Luzerne,0,501815,7586,PA,The Luzerne Bank,7586,722235
Malvern,1,977616,7590,PA,The National Bank of Malvern,7590,222308
Manheim,0,973412,7592,PA,The Manheim National Bank,7592,71063
Mansfield,1,978118,7593,PA,First Citizens Community Bank,7593,3022065
State College,0,983617,7594,PA,Mellon Bank (Central) National Association,7594,729078
Marietta,0,758114,7596,PA,The First National Bank of Marietta,7596,
Marysville,0,757612,7598,PA,Riverview Bank,7598,1241968
Jim Thorpe,1,920210,7599,PA,Jim Thorpe Neighborhood Bank,7599,256080
Collinsville,0,191234,76,AL,The Peoples Bank,76,11896
Lyons,0,815428,760,OH,The Farmers State Bank of Lyons Ohio,760,
Mcconnellsburg,0,967411,7604,PA,The First National Bank of McConnellsburg,7604,200447
Mcconnellsburg,0,966919,7605,PA,The Fulton County National Bank and Trust Company,7605,122584
Mercersburg,0,767817,7609,PA,First Community Bank of Mercersburg,7609,184161
Martins Ferry,0,339924,761,OH,"Peoples Banking Company of Martins Ferry, Ohio",761,131987
Meshoppen,0,200819,7610,PA,The First National Bank of Meshoppen,7610,
Mifflintown,1,212018,7613,PA,Pennian Bank,7613,657407
Mifflintown,1,215710,7614,PA,The Juniata Valley Bank,7614,900948
Milford,0,220116,7615,PA,The First National Bank of Pike County,7615,157034
Millersburg,0,254214,7616,PA,"Community Banks, National Association",7616,763055
Millheim,0,792613,7618,PA,The Farmers National Bank and Trust Company of Millheim,7618,
Millville,0,795212,7619,PA,The First National Bank of Millville,7619,
Monroe,0,598020,762,OH,First National Bank of Middletown,762,
Milton,0,798914,7620,PA,The First National Bank of Milton,7620,32205
Minersville,0,797319,7621,PA,The First National Bank of Minersville,7621,78045
Mocanaqua,0,800714,7623,PA,The First National Bank of Mocanaqua,7623,
Montgomery,0,236612,7624,PA,First Citizens National Bank,7624,
Montoursville,0,804918,7626,PA,Bank of Central Pennsylvania,7626,151983
Montrose,0,238719,7627,PA,County Bank,7627,184296
Minster,1,604024,763,OH,Minster Bank,763,814016
Mount Carmel,0,247319,7630,PA,The First National Bank of Mount Carmel,7630,
Mount Carmel,1,249416,7631,PA,UNB Bank,7631,166485
Lancaster,0,43511,7635,PA,Union National Community Bank,7635,454644
Mount Blanchard,0,196725,764,OH,Citizens Community Bank,764,23725
Nanticoke,0,51619,7643,PA,The Nanticoke National Bank,7643,51264
Nazareth,0,323615,7644,PA,The Second National Bank of Nazareth,7644,184991
Nazareth,0,991715,7645,PA,Nazareth National Bank and Trust Company,7645,660306
Neffs,1,144913,7646,PA,The Neffs National Bank,7646,466790
Nesquehoning,0,147512,7648,PA,The First National Bank of Nesquehoning,7648,
Mount Vernon,0,199324,765,OH,The Knox County Savings Bank,765,
Newfoundland,0,1001116,7652,PA,The First National Bank of Newfoundland,7652,
New Holland,0,153513,7653,PA,New Holland Farmers National Bank,7653,155429
New Hope,0,328311,7654,PA,The Solebury National Bank of New Hope,7654,
New Milford,0,1005310,7655,PA,The Grange National Bank of Susquehanna County at New Milford,7655,28614
Newport,0,60219,7656,PA,The First National Bank of Newport,7656,141208
Newport,0,943910,7657,PA,The Citizens National Bank of Newport,7657,
Newtown,1,1007417,7658,PA,First National Bank and Trust Company of Newtown,7658,1156591
New Tripoli,1,331713,7659,PA,New Tripoli Bank,7659,672738
Newark,0,366827,766,OH,The Newark Trust Company,766,
Newville,0,159814,7660,PA,The First National Bank of Newville,7660,
Newville,0,269816,7661,PA,The Farmers National Bank of Newville,7661,43141
Nicholson,0,1009514,7662,PA,The First National Bank of Nicholson,7662,127472
Northampton,0,954617,7665,PA,Cement National Bank,7665,237959
Northumberland,0,70414,7666,PA,The Northumberland National Bank,7666,684477
New Philadelphia,0,206923,767,OH,The Ohio Bank & Trust Company,767,
Oley,0,119014,7670,PA,The First National Bank of Oley,7670,
Bloomsburg,0,341918,7671,PA,Columbia County Farmers National Bank,7671,246278
Palmerton,1,186717,7675,PA,First Northern Bank and Trust Company,7675,930393
Peckville,0,283915,7676,PA,The First National Bank of Peckville,7676,93619
Pen Argyl,0,128717,7677,PA,The First National Bank of Pen Argyl,7677,
Pen Argyl,0,284417,7678,PA,The Pen Argyl National Bank,7678,76791
Orrville,0,627023,768,OH,The Savings Bank and Trust Company,768,228645
Bala-Cynwyd,0,880118,7685,PA,Central Penn National Bank,7685,1370612
Pomeroy,1,58225,769,OH,The Farmers Bank and Savings Company,769,477081
Ardmore,0,298816,7694,PA,The Philadelphia National Bank,7694,10880374
Philipsburg,0,834410,7697,PA,The First National Bank of Philipsburg,7697,
Dothan,1,194936,77,AL,BankSouth,77,217918
Wadsworth,0,90627,770,OH,Savings Bank & Trust,770,376853
Pittston,0,361215,7700,PA,The First Bank of Greater Pittston,7700,137241
Pittston,0,19217,7701,PA,The Liberty National Bank of Pittston,7701,
Plymouth,0,900511,7703,PA,The Plymouth National Bank,7703,
Port Allegany,0,20512,7704,PA,The First National Bank of Port Allegany,7704,90540
Portland,0,903110,7705,PA,The Portland National Bank,7705,33777
Russellville,0,94821,771,OH,The Fifth Third Bank of Brown County,771,30802
Pottsville,0,364917,7711,PA,Heritage National Bank,7711,471642
Harrisburg,0,96012,7712,PA,"Keystone Financial Bank, National Association",7712,6760945
Quakertown,1,852713,7714,PA,QNB Bank,7714,1899721
Quarryville,0,853215,7715,PA,The Farmers National Bank of Quarryville,7715,
Ralston,0,856917,7717,PA,The First National Bank of Ralston,7717,
Rebersburg,0,459215,7718,PA,The Rebersburg National Bank,7718,
York,0,703516,7719,PA,Southern Pennsylvania Bank,7719,
Sandusky,0,544223,772,OH,The Western Security Bank,772,
Reedsville,0,458713,7721,PA,The Reedsville National Bank,7721,
Richland,0,520610,7722,PA,The Richland National Bank,7722,
Ridgway,0,704018,7724,PA,The Ridgway National Bank,7724,
Rome,0,705613,7729,PA,The Farmers National Bank of Rome,7729,
St. Marys,0,445320,773,OH,The Home Banking Company,773,
Saxton,0,453615,7733,PA,The First National Bank of Saxton,7733,38352
Sayre,0,269414,7734,PA,The First National Bank of Sayre,7734,
Shelby,0,483621,774,OH,The Citizens Bank of Shelby,774,
Wilkes-Barre,0,272816,7740,PA,"PNC Bank, Northeast PA",7740,2012760
Scranton,0,463810,7741,PA,Third National Bank and Trust Company of Scranton,7741,427101
Middleburg,0,770116,7742,PA,NCB Bank,7742,107738
Shamokin,0,348319,7745,PA,"Guaranty Bank, National Association",7745,129017
Shamokin,0,535119,7747,PA,The West End National Bank of Shamokin,7747,
Wyomissing,0,678717,7748,PA,VIST Bank,7748,1945388
Shenandoah,0,470313,7749,PA,The Miners National Bank of Shenandoah,7749,31409
Shinglehouse,0,350116,7751,PA,The First National Bank of Shinglehouse,7751,
Shippensburg,0,471918,7752,PA,The First National Bank of Shippensburg,7752,
Shippensburg,0,472410,7753,PA,The Peoples National Bank of Shippensburg,7753,
Shoemakersville,0,287717,7754,PA,The First National Bank of Shoemakersville,7754,
Slatington,0,290016,7755,PA,The Citizens National Bank of Slatington,7755,79602
Slatington,0,288219,7756,PA,Slatington National Bank and Trust Company,7756,
Souderton,1,354310,7759,PA,Univest  Bank and Trust Co.,7759,8108083
Toledo,0,95323,776,OH,"Fifth Third Bank, Northwestern Ohio, National Association",776,5629566
Spangler,0,53314,7761,PA,The First National Bank of Spangler,7761,32782
Spring Grove,0,58010,7763,PA,The Spring Grove National Bank,7763,61928
Spring Mills,0,57518,7764,PA,The First National Bank of Spring Mills,7764,31856
State College,0,951616,7765,PA,The First National Bank of State College,7765,
State College,0,868817,7766,PA,Peoples National Bank of Central Pennsylvania,7766,335548
Strasburg,0,872711,7768,PA,BLC Bank N. A.,7768,3653747
Stroudsburg,0,68215,7769,PA,The First-Stroudsburg National Bank,7769,
Toledo,0,525820,777,OH,Society Bank & Trust,777,2282669
Sunbury,0,885515,7770,PA,First Susquehanna Bank & Trust,7770,351742
Middleburg,0,203418,7774,PA,Swineford National Bank,7774,324218
Van Wert,0,239323,778,OH,"Wells Fargo Bank Ohio, National Association",778,109981
Towanda,0,76313,7782,PA,The First National Bank of Bradford County,7782,150194
Towanda,0,895710,7783,PA,The Citizens National Bank and Trust Company of Towanda,7783,
Tremont,0,902216,7784,PA,The Tremont National Bank,7784,6498
Troy,0,13617,7786,PA,First Bank of Troy,7786,135180
Tunkhannock,0,80217,7787,PA,The Citizens National Bank of Tunkhannock,7787,
Turbotville,1,906410,7789,PA,The Turbotville National Bank,7789,235779
Vermilion,0,255529,779,OH,Society Bank of the Firelands,779,138261
Tyrone,0,905918,7790,PA,First Blair County National Bank of Tyrone,7790,27939
Ulysses,0,82314,7792,PA,Grange National Bank of Potter County,7792,
Watsontown,0,540618,7793,PA,The Farmers National Bank of Watsontown,7793,
Watsontown,0,912411,7794,PA,The Watsontown National Bank,7794,40283
Waynesboro,0,20110,7795,PA,First National Bank and Trust Co.,7795,213728
Greencastle,0,542715,7796,PA,Citizens Bank of Southern Pennsylvania,7796,252160
Wellsboro,1,895710,7799,PA,Citizens & Northern Bank,7799,3153919
Guntersville,0,636687,78,AL,First Alabama Bank of Guntersville,78,28898
West Chester,0,23812,7802,PA,First National Bank of Chester County,7802,1134586
West Chester,0,24314,7803,PA,National Bank of Chester County and Trust Company,7803,
Wilkes-Barre,0,557616,7806,PA,"First Eastern Bank, National Association",7806,2015118
Wilkes Barre,0,37118,7808,PA,United Penn Bank,7808,1462162
Wilkes-Barre,0,42617,7809,PA,Merchants Bank (North),7809,392875
Wooster,0,295226,781,OH,The Central Trust Company of Wayne County,781,
Williamsport,0,111317,7812,PA,Commonwealth Bank,7812,2214128
Williamsport,0,594714,7813,PA,WNB Bank,7813,312167
Wyalusing,0,668110,7816,PA,The National Bank of Wyalusing,7816,10635
Wyoming,0,925215,7817,PA,The First National Bank of Wyoming,7817,50955
York,0,180014,7818,PA,The First National Bank of York,7818,
York,0,924713,7820,PA,The Drovers & Mechanics Bank,7820,815634
Lancaster,0,518813,7823,PA,CoreStates Hamilton Bank,7823,2646890
Beaver,0,308023,783,PA,Beaver Trust Company,783,489744
Avonmore,0,307923,7832,PA,The First National Bank of Avonmore,7832,12179
Berlin,0,400525,7837,PA,First National Bank of Somerset County,7837,
Berlin,0,152020,7838,PA,The Philson National Bank of Berlin,7838,58727
Big Run,0,152422,7839,PA,The Citizens National Bank of Big Run,7839,16006
Carmichaels,1,371924,7848,PA,Community Bank,7848,1583033
Cochranton,0,342924,7858,PA,The First National Bank of Cochranton,7858,30306
Berlin,0,117029,7859,PA,"First Philson Bank, National Association",7859,219552
Warren,0,120823,786,PA,Pennbank,786,1302618
Connellsville,0,343426,7860,PA,The Second National Bank of Connellsville,7860,
Corry,0,374121,7864,PA,The National Bank of Corry,7864,26666
Mckeesport,0,52625,787,PA,"Peoples Union Bank and Trust Company, National Association",787,
Edinboro,0,156626,7871,PA,The First National Bank of Edinboro,7871,
Emlenton,0,119528,7875,PA,The Farmers National Bank of Emlenton,7875,1011490
Meadville,0,375025,7876,PA,The First National Bank of Pennsylvania,7876,704582
Warren,0,406125,7877,PA,Marine Bank,7877,2756148
Evans City,0,315629,7879,PA,"Nextier Bank, National Association",7879,539396
Oil City,0,1008021,788,PA,Mellon Bank (North) National Association,788,776557
Washington,0,159926,7882,PA,"First National Bank & Trust Co., Washington, Pa.",7882,351153
Freedom,0,126722,7883,PA,The Freedom National Bank,7883,
Freeport,0,160128,7884,PA,Valley National Bank,7884,61147
Fryburg,1,127224,7886,PA,First United National Bank,7886,369935
Garrett,0,348122,7887,PA,The First National Bank of Garrett,7887,44311
Greenville,1,379920,7888,PA,First National Bank of Pennsylvania,7888,50421258
Herminie,0,131520,7894,PA,The First National Bank of Herminie,7894,304521
Kittanning,0,1000726,7899,PA,The Farmers National Bank of Kittanning,7899,172794
Weiner,0,844044,79,AR,Bank of Weiner,79,31122
New Castle,0,911722,790,PA,Lawrence Savings and Trust Company,790,
Kittanning,1,18827,7900,PA,"NEXTIER BANK, NATIONAL ASSOCIATION",7900,2853576
Leechburg,0,1001620,7904,PA,First National Bank of Leechburg,7904,183509
Manor,0,80020,7907,PA,Manor Bank,7907,32660
Marienville,0,80721,7908,PA,The Gold Standard National Bank of Marienville,7908,
Indiana,1,947525,7909,PA,Marion Center Bank,7909,421671
Mars,0,978622,7910,PA,Mars Bank,7910,529562
Pittsburgh,0,52223,7912,PA,Equibank,7912,2668177
Mckeesport,0,977728,7913,PA,McKeesport National Bank,7913,103953
Meyersdale,0,56427,7919,PA,The Citizens National Bank of Meyersdale,7919,89041
Midland,0,907426,7920,PA,The First National Bank of Midland,7920,22100
Monaca,0,87524,7921,PA,The National Bank of Beaver County,7921,42136
Rochester,0,1014424,7929,PA,The Century National Bank and Trust Company,7929,454634
New Castle,0,984623,7930,PA,"First Western Bank, National Association",7930,1978447
New Castle,0,27427,7931,PA,The Citizens National Bank of New Castle,7931,67092
North East,0,955623,7938,PA,The National Bank of North East,7938,66571
Pittsburgh,0,817824,7944,PA,"PNC Bank, National Association",7944,43244081
Pittsburgh,1,934329,7946,PA,"BNY Mellon, National Association",7946,30917000
Pittsburgh,0,178020,7948,PA,National City Bank of Pennsylvania,7948,15091736
Punxsutawney,0,1902389,7952,PA,"Integra Trust Company, National Association",7952,39523
Reynoldsville,0,188926,7953,PA,Community First Bank,7953,121444
Rices Landing,0,834924,7954,PA,The Rices Landing National Bank,7954,
Scottdale,0,896726,7962,PA,First National Bank of Scottdale,7962,
Sharon,0,120823,7965,PA,Integra Bank/North,7965,3215071
Sharon,0,774824,7966,PA,The Merchants and Manufacturers National Bank of Sharon,7966,
Slippery Rock,0,211628,7972,PA,The First National Bank of Slippery Rock,7972,332178
Stoneboro,0,191627,7976,PA,The First National Bank of Stoneboro,7976,19912
Greensburg,0,161022,7979,PA,Southwest Bank,7979,1024127
Uniontown,0,216324,7984,PA,Integra Bank/South,7984,2374627
Warren,0,872524,7987,PA,The Warren National Bank,7987,
Youngwood,0,634227,7997,PA,The First National Bank of Youngwood,7997,
Portland,0,422406,8,ME,Fleet Bank of Maine,8,1699404
Malvern,0,904144,80,AR,Horizon Bank,80,21931
Sistersville,0,595720,801,WV,Wesbanco Bank Sistersville,801,22709
Lakeport,0,183761,8010,CA,Bank of Lake County,8010,
Ukiah,1,146663,8011,CA,Savings Bank of Mendocino County,8011,1293076
Miami,0,994332,8012,FL,The First State Bank of Miami,8012,
Eustis,0,91736,8013,FL,Atlantic Bank of Eustis,8013,
Hollywood,0,819538,8014,FL,Flagship National Bank of Broward County,8014,179685
Lake Butler,0,192437,8016,FL,Farmers and Dealers Bank,8016,48038
Lake City,0,217134,8017,FL,Barnett Bank of North Central Florida,8017,268614
Miami,1,648130,8018,FL,Grove Bank & Trust,8018,1410085
Ocala,0,539733,8019,FL,"SunTrust Bank, North Central Florida",8019,1070982
De Land,0,952930,8020,FL,Florida Bank at DeLand,8020,
Wauchula,1,200435,8021,FL,Crews Bank & Trust,8021,2364087
Orlando,0,116031,8022,FL,"Barnett Bank of Central Florida, National Association",8022,3598231
Ashburn,0,22235,8023,GA,Colony Bank Ashburn,8023,343698
Conyers,0,587837,8024,GA,Trust Company Bank of Rockdale,8024,190227
Milledgeville,0,800639,8027,GA,The Central and Southern Bank of Georgia,8027,222242
Mount Vernon,1,807432,8028,GA,Mount Vernon Bank,8028,194560
Norcross,0,950338,8029,GA,The Citizens and Southern Bank of Gwinnett,8029,
Wheeling,1,645625,803,WV,"WesBanco Bank, Inc.",803,27420438
Savannah,0,371335,8030,GA,Atlantic Bank and Trust Company,8030,
Sylvania,0,269731,8031,GA,First Union Bank of Screven County,8031,39553
Warm Springs,0,899530,8032,GA,First American Bank,8032,12449
Atlanta,1,680130,8033,GA,Citizens Trust Bank,8033,786846
Bath,1,308340,8035,IN,Bath State Bank,8035,332904
Rochester,0,344544,8039,IN,Leiters Ford State Bank,8039,21680
Silver Spring,0,608929,804,MD,"American Security Bank, National Association",804,3441650
Warsaw,0,22646,8040,IN,Liberty Bank and Trust Company,8040,48687
Otwell,0,737342,8041,IN,The Otwell State Bank,8041,16665
Rensselaer,0,910341,8043,IN,First of America Bank - Rensselaer,8043,71969
Anderson,0,1009541,8047,IN,"First Merchants Bank of Central Indiana, National Association",8047,1085287
Versailles,0,719647,8048,IN,People's Trust Company,8048,15802
Princeton,0,1015645,8050,IN,Gibson County Bank,8050,74355
Salem,0,874247,8051,IN,Farmers-Citizens Bank,8051,117752
New Castle,0,94643,8055,IN,"Star Financial Bank, New Castle, Indiana",8055,165539
Carmel,1,963945,8056,IN,Merchants Bank of Indiana,8056,20263028
Valparaiso,0,703141,8057,IN,"First National Bank, Valparaiso",8057,693860
Poseyville,0,198046,8058,IN,Community State Bank of Southwestern Indiana,8058,92241
Greensburg,0,501440,8060,IN,Union Bank and Trust Company of Greensburg,8060,134966
New Albany,0,114448,8062,IN,American Bank,8062,
North Salem,1,947749,8063,IN,The North Salem State Bank,8063,775081
Brook,1,322449,8067,IN,Community State Bank,8067,155040
Wakarusa,0,874144,8068,IN,Exchange State Bank,8068,
Alexandria,0,293446,8070,IN,Commercial Bank and Trust Company,8070,34121
Garrett,1,465243,8074,IN,The Garrett State Bank,8074,378460
Gary,0,558145,8075,IN,"NBD Bank, National Association",8075,5442689
Hillsboro,0,246442,8077,IN,The Hillsboro State Bank,8077,
Howe,0,249041,8079,IN,State Bank of Lima,8079,37781
Bayard,0,823348,8081,IA,Farmers National Bank,8081,10470
Cumberland,0,899941,8082,IA,The Cumberland Savings Bank,8082,
Fairfax,1,682648,8083,IA,Fairfax State Savings Bank,8083,287589
Gladbrook,0,443849,8084,IA,State Bank,8084,
Onawa,0,917845,8085,IA,Iowa State Bank,8085,16846
Keota,0,847540,8086,IA,Farmers Savings Bank,8086,97328
Lone Tree,0,815941,8089,IA,The Lone Tree Savings Bank,8089,
Bel Air,0,615329,809,MD,The Forest Hill State Bank,809,392923
Melbourne,0,949444,8091,IA,Melbourne Savings Bank,8091,16119
Sioux City,0,831044,8092,IA,"SNB Interim Bank, National Association",8092,123622
Nora Springs,0,247645,8093,IA,First State Bank,8093,86322
Mason City,1,253646,8094,IA,NSB Bank,8094,478973
Richland,0,468141,8095,IA,Union State Bank,8095,
Victor,0,431846,8097,IA,Farmers Savings Bank,8097,36292
Wall Lake,0,494542,8098,IA,Bank Midwest,8098,38055
Warren,1,748441,81,AR,Warren Bank and Trust Company,81,144342
Hayesville,0,791344,8100,IA,Hayesville Savings Bank,8100,37989
Le Mars,1,671147,8101,IA,Primebank,8101,783847
Sheldon,0,535847,8102,IA,Security State Bank,8102,57305
Waverly,0,498746,8103,IA,State Bank & Trust Company,8103,144771
Garden City,0,925457,8104,KS,Fidelity State Bank,8104,170976
Kansas City,0,261258,8105,KS,Industrial State Bank,8105,110081
Kansas City,0,260756,8106,KS,Kaw Valley State Bank & Trust,8106,60058
Kansas City,0,247159,8107,KS,"Exchange State Bank of Kansas City, Kansas",8107,
Belleville,1,392152,8108,KS,New Century Bank,8108,86795
Kansas City,0,291853,8109,MO,"UMB Bank Kansas, National Association",8109,788406
Overland Park,1,366854,8110,KS,Kendall Bank,8110,210745
Yates Center,0,503752,8112,KS,The State Exchange Bank,8112,27813
Kanopolis,0,238559,8114,KS,The Kanopolis State Bank,8114,14113
Leitchfield,0,771841,8115,KY,The Citizens Bank and Trust Company of Grayson County,8115,76192
Hazard,1,814711,8117,KY,Pbt Bancorp,8117,431657
Jamestown,1,567240,8118,KY,Bank of Jamestown,8118,262799
Lexington,0,622112,8119,KY,Bank of Commerce and Trust Company,8119,170396
Concord,0,41423,812,NC,Citizens National Bank of Concord,812,53320
Elizabethtown,1,261146,8120,KY,"Magnolia Bank, Incorporated",8120,523738
Maysville,1,835613,8121,KY,Security Bank and Trust Co.,8121,71647
Russell,1,391418,8122,KY,First & Peoples Bank and Trust Company,8122,209287
Sonora,0,73844,8123,KY,Bank of Sonora,8123,
Bardwell,0,960748,8124,KY,Bardwell Deposit Bank,8124,48912
Calvert City,0,976141,8125,KY,Calvert Bank,8125,63825
Hartford,1,541642,8126,KY,"Commonwealth Community Bank, Inc.",8126,157720
Hawesville,0,545846,8128,KY,Hancock Bank & Trust Company,8128,333817
Owenton,0,282048,8129,KY,Peoples Bank & Trust Company,8129,52410
Nortonville,0,275545,8131,KY,The Nortonville Bank,8131,
Tompkinsville,0,201049,8133,KY,South Central Bank of Monroe County,8133,127988
Tompkinsville,0,200547,8134,KY,Peoples Bank of Tompkinsville,8134,63009
Uniontown,0,644749,8135,KY,The Farmers Bank of Uniontown,8135,
Owensboro,1,648242,8136,KY,Independence Bank of Kentucky,8136,3794060
Walton,0,351319,8138,KY,Kentucky National Bank of Boone County,8138,39441
Benton,0,46950,8139,LA,Bank of Benton,8139,12202
Marshall,0,950422,814,NC,Citizens Bank,814,
Colfax,1,178356,8140,LA,Colfax Banking Company,8140,151074
Many,1,125855,8141,LA,Sabine State Bank and Trust Company,8141,1357381
Bossier City,0,919353,8142,LA,Bossier Bank and Trust Company,8142,215830
Kaplan,0,983130,8143,LA,Kaplan State Bank,8143,85296
Gueydan,1,603232,8144,LA,Bank of Gueydan,8144,70963
Maringouin,0,993335,8145,LA,Bank of Maringouin,8145,56527
St. Francisville,0,94531,8146,LA,Bank of Commerce and Trust Company,8146,29199
Lake Providence,0,790253,8147,LA,Bank of Dixie,8147,41444
Reserve,0,839732,8148,LA,Bank of St. John,8148,115585
Vacherie,1,101037,8149,LA,First American Bank and Trust,8149,1387108
Washington,0,587127,815,NC,Bank of Washington,815,
Beverly,0,130402,8150,MA,BayBank and Trust Company,8150,
Cambridge,0,736206,8152,MA,Cambridge Trust Company,8152,5325505
Middleboro,0,876401,8155,MA,Middleborough Trust Company,8155,103394
Malden,0,859703,8158,MA,Malden Trust Company,8158,225228
Frankfort,1,22543,8162,MI,State Savings Bank,8162,404574
Kalamazoo,0,143943,8163,MI,Comerica Bank - Kalamazoo,8163,240367
Saint Joseph,0,636043,8164,MI,"Fifth Third Bank, Indiana",8164,10472731
Honor,1,815147,8165,MI,Honor  Bank,8165,413398
Winston-Salem,0,392620,817,NC,"Wachovia Bank, National Association",817,72117458
Baldwin,1,11145,8172,MI,Lake-Osceola State Bank,8172,481410
Farwell,0,220040,8174,MI,The Farwell State Savings Bank,8174,88104
Hartford,0,678249,8177,MI,First of America Bank-Van Buren,8177,39964
Deerfield,0,841940,8178,MI,First of America Bank-Deerfield,8178,43876
Bishopville,0,805728,818,SC,The Peoples Bank,818,11429
Ionia,0,229641,8180,MI,Independent Bank,8180,470678
Olivet,0,565648,8182,MI,Independent Bank - South Michigan,8182,11169
Royal Oak,1,356752,8183,MI,Citizens State Bank,8183,543781
Bird Island,0,395256,8184,MN,State Bank of Bird Island,8184,44806
Cokato,0,115155,8185,MN,State Bank of Cokato,8185,55717
Evansville,0,14454,8186,MN,First Security Bank - Evansville,8186,20355
Hanska,0,80954,8187,MN,State Bank of Hanska,8187,20785
Wayzata,0,83151,8188,MN,Flagship Bank Minnesota,8188,332097
Lewisville,0,956657,8189,MN,Merchants State Bank of Lewisville,8189,10564
Lismore,0,916259,8190,MN,State Bank of Lismore,8190,61854
Red Wing,1,818559,8191,MN,The First State Bank of Red Wing,8191,84943
New Ulm,0,912055,8192,MN,United Prairie Bank-New Ulm,8192,32574
Long Lake,0,30650,8193,MN,Lake Community Bank,8193,138319
Morris,0,708557,8194,MN,Citizens Bank,8194,37847
Newport,0,721051,8195,MN,MidAmerica Bank,8195,283708
Ashby,0,299251,8196,MN,First State Bank of Ashby,8196,36249
Bellevue,1,401951,8197,WA,Portage Bank,8197,113780
Eyota,0,936659,8198,MN,Eastwood Bank,8198,22644
Hamburg,0,80552,8199,MN,State Bank of Hamburg,8199,22492
Jonesboro,0,285441,82,AR,Boatmen's Bank of Northeast Arkansas,82,283249
Chester,0,812221,820,SC,The Commercial Bank,820,
New Ulm,1,874050,8200,MN,Citizens Bank Minnesota,8200,589979
North St. Paul,0,724351,8201,MN,Heritage National Bank,8201,29380
Red Lake Falls,0,732459,8202,MN,Unity Bank North,8202,105725
Sleepy Eye,1,201254,8205,MN,Americana Community Bank,8205,178989
